,Unnamed: 0,cluster_id
1166,1166,3
1167,1167,2
1168,1168,3
1169,1169,3
1170,1170,3
1171,1171,2
1172,1172,3
1173,1173,1
1174,1174,0
1175,1175,2
1176,1176,0
1177,1177,2
1178,1178,3
1179,1179,2
1180,1180,3
1181,1181,3
1182,1182,0
1183,1183,2
1184,1184,2
1185,1185,0
1186,1186,0
1187,1187,3
1188,1188,1
1189,1189,1
1190,1190,3
1191,1191,1
1192,1192,2
1193,1193,2
1194,1194,3
1195,1195,2
1196,1196,3
1197,1197,0
1198,1198,3
1199,1199,2
1200,1200,2
1201,1201,3
1202,1202,0
1203,1203,1
1204,1204,3
1205,1205,0
1206,1206,1
1207,1207,1
1208,1208,0
1209,1209,0
1210,1210,0
1211,1211,2
1212,1212,2
1213,1213,0
1214,1214,3
1215,1215,0
1216,1216,0
1217,1217,3
1218,1218,3
1219,1219,1
1220,1220,0
1221,1221,0
1222,1222,3
1223,1223,0
1224,1224,2
1225,1225,3
1226,1226,1
1227,1227,3
1228,1228,0
1229,1229,2
1230,1230,1
1231,1231,2
1232,1232,1
1233,1233,3
1234,1234,1
1235,1235,0
1236,1236,2
1237,1237,1
1238,1238,1
1239,1239,2
1240,1240,0
1241,1241,0
1242,1242,1
1243,1243,0
1244,1244,1
1245,1245,2
1246,1246,3
1247,1247,3
1248,1248,1
1249,1249,0
1250,1250,3
1251,1251,2
1252,1252,3
1253,1253,2
1254,1254,3
1255,1255,1
1256,1256,3
1257,1257,3
1258,1258,3
1259,1259,3
1260,1260,1
1261,1261,0
1262,1262,1
1263,1263,0
1264,1264,0
1265,1265,1
1266,1266,1
1267,1267,2
1268,1268,1
1269,1269,3
1270,1270,2
1271,1271,2
1272,1272,0
1273,1273,1
1274,1274,3
1275,1275,2
1276,1276,2
1277,1277,2
1278,1278,1
1279,1279,1
1280,1280,0
1281,1281,3
1282,1282,3
1283,1283,2
1284,1284,2
1285,1285,3
1286,1286,2
1287,1287,3
1288,1288,0
1289,1289,3
1290,1290,1
1291,1291,0
1292,1292,0
1293,1293,3
1294,1294,3
1295,1295,0
1296,1296,0
1297,1297,0
1298,1298,3
1299,1299,1
1300,1300,0
1301,1301,3
1302,1302,0
1303,1303,3
1304,1304,3
1305,1305,1
1306,1306,3
1307,1307,0
1308,1308,0
1309,1309,3
1310,1310,3
1311,1311,0
1312,1312,1
1313,1313,1
1314,1314,2
1315,1315,0
1316,1316,0
1317,1317,2
1318,1318,1
1319,1319,0
1320,1320,1
1321,1321,3
1322,1322,2
1323,1323,2
1324,1324,2
1325,1325,0
1326,1326,1
1327,1327,3
1328,1328,1
1329,1329,2
1330,1330,2
1331,1331,3
1332,1332,2
1333,1333,0
1334,1334,1
1335,1335,3
1336,1336,3
1337,1337,0
1338,1338,2
1339,1339,1
1340,1340,0
1341,1341,1
1342,1342,2
1343,1343,1
1344,1344,2
1345,1345,2
1346,1346,0
1347,1347,1
1348,1348,2
1349,1349,3
1350,1350,3
1351,1351,1
1352,1352,2
1353,1353,0
1354,1354,2
1355,1355,0
1356,1356,0
1357,1357,3
1358,1358,3
1359,1359,3
1360,1360,0
1361,1361,1
1362,1362,2
1363,1363,0
1364,1364,2
1365,1365,2
1366,1366,0
1367,1367,2
1368,1368,1
1369,1369,3
1370,1370,2
1371,1371,2
1372,1372,0
1373,1373,1
1374,1374,0
1375,1375,2
1376,1376,2
1377,1377,3
1378,1378,3
1379,1379,3
1380,1380,1
1381,1381,3
1382,1382,2
1383,1383,2
1384,1384,3
1385,1385,0
1386,1386,1
1387,1387,3
1388,1388,3
1389,1389,1
1390,1390,1
1391,1391,3
1392,1392,0
1393,1393,3
1394,1394,1
1395,1395,0
1396,1396,3
1397,1397,0
1398,1398,1
1399,1399,1
1400,1400,1
1401,1401,2
1402,1402,1
1403,1403,2
1404,1404,0
1405,1405,2
1406,1406,0
1407,1407,3
1408,1408,2
1409,1409,0
1410,1410,2
1411,1411,0
1412,1412,1
1413,1413,0
1414,1414,2
1415,1415,2
1416,1416,2
1417,1417,0
1418,1418,0
1419,1419,0
1420,1420,2
1421,1421,0
1422,1422,2
1423,1423,3
1424,1424,0
1425,1425,3
1426,1426,2
1427,1427,1
1428,1428,1
1429,1429,0
1430,1430,1
1431,1431,1
1432,1432,1
1433,1433,2
1434,1434,2
1435,1435,3
1436,1436,1
1437,1437,0
1438,1438,3
1439,1439,0
1440,1440,2
1441,1441,0
1442,1442,0
1443,1443,3
1444,1444,3
1445,1445,1
1446,1446,2
1447,1447,0
1448,1448,0
1449,1449,3
1450,1450,0
1451,1451,1
1452,1452,0
1453,1453,1
1454,1454,2
1455,1455,3
1456,1456,2
1457,1457,1
1458,1458,2
1459,1459,3
1460,1460,2
1461,1461,0
1462,1462,2
1463,1463,0
1464,1464,1
1465,1465,1
1466,1466,2
1467,1467,1
1468,1468,2
1469,1469,2
1470,1470,2
1471,1471,2
1472,1472,2
1473,1473,3
1474,1474,3
1475,1475,2
1476,1476,1
1477,1477,0
1478,1478,2
1479,1479,1
1480,1480,2
1481,1481,2
1482,1482,2
1483,1483,1
1484,1484,1
1485,1485,2
1486,1486,2
1487,1487,1
1488,1488,1
1489,1489,2
1490,1490,2
1491,1491,1
1492,1492,2
1493,1493,3
1494,1494,0
1495,1495,2
1496,1496,3
1497,1497,3
1498,1498,2
1499,1499,0
1500,1500,1
1501,1501,0
1502,1502,2
1503,1503,1
1504,1504,2
1505,1505,0
1506,1506,1
1507,1507,2
1508,1508,3
1509,1509,2
1510,1510,0
1511,1511,1
1512,1512,3
1513,1513,2
1514,1514,3
1515,1515,2
1516,1516,2
1517,1517,1
1518,1518,2
1519,1519,2
1520,1520,1
1521,1521,2
1522,1522,1
1523,1523,0
1524,1524,0
1525,1525,1
1526,1526,2
1527,1527,2
1528,1528,2
1529,1529,1
1530,1530,2
1531,1531,1
1532,1532,2
1533,1533,1
1534,1534,0
1535,1535,1
1536,1536,1
1537,1537,1
1538,1538,3
1539,1539,0
1540,1540,0
1541,1541,0
1542,1542,3
1543,1543,2
1544,1544,3
1545,1545,0
1546,1546,0
1547,1547,0
1548,1548,1
1549,1549,1
1550,1550,1
1551,1551,1
1552,1552,3
1553,1553,1
1554,1554,2
1555,1555,2
1556,1556,1
1557,1557,2
1558,1558,1
1559,1559,2
1560,1560,2
1561,1561,3
1562,1562,1
1563,1563,2
1564,1564,3
1565,1565,1
1566,1566,2
1567,1567,3
1568,1568,2
1569,1569,0
1570,1570,1
1571,1571,2
1572,1572,1
1573,1573,2
1574,1574,0
1575,1575,2
1576,1576,2
1577,1577,1
1578,1578,2
1579,1579,0
1580,1580,2
1581,1581,2
1582,1582,3
1583,1583,0
1584,1584,1
1585,1585,1
1586,1586,1
1587,1587,1
1588,1588,1
1589,1589,3
1590,1590,3
1591,1591,3
1592,1592,1
1593,1593,3
1594,1594,1
1595,1595,1
1596,1596,2
1597,1597,2
1598,1598,3
1599,1599,0
1600,1600,3
1601,1601,2
1602,1602,1
1603,1603,3
1604,1604,2
1605,1605,2
1606,1606,0
1607,1607,3
1608,1608,3
1609,1609,1
1610,1610,2
1611,1611,2
1612,1612,3
1613,1613,3
1614,1614,2
1615,1615,0
1616,1616,2
1617,1617,2
1618,1618,2
1619,1619,2
1620,1620,2
1621,1621,3
1622,1622,0
1623,1623,0
1624,1624,3
1625,1625,0
1626,1626,3
1627,1627,1
1628,1628,0
1629,1629,1
1630,1630,3
1631,1631,3
1632,1632,2
1633,1633,2
1634,1634,2
1635,1635,1
1636,1636,2
1637,1637,2
1638,1638,2
1639,1639,3
1640,1640,0
1641,1641,2
1642,1642,1
1643,1643,3
1644,1644,1
1645,1645,3
1646,1646,1
1647,1647,3
1648,1648,1
1649,1649,0
1650,1650,2
1651,1651,0
1652,1652,0
1653,1653,1
1654,1654,3
1655,1655,2
1656,1656,0
1657,1657,2
1658,1658,2
1659,1659,1
1660,1660,2
1661,1661,1
1662,1662,3
1663,1663,1
1664,1664,2
1665,1665,3
1666,1666,1
1667,1667,3
1668,1668,2
1669,1669,0
1670,1670,0
1671,1671,3
1672,1672,1
1673,1673,3
1674,1674,2
1675,1675,1
1676,1676,1
1677,1677,2
1678,1678,2
1679,1679,1
1680,1680,3
1681,1681,3
1682,1682,3
1683,1683,1
1684,1684,1
1685,1685,3
1686,1686,0
1687,1687,1
1688,1688,2
1689,1689,3
1690,1690,0
1691,1691,2
1692,1692,0
1693,1693,2
1694,1694,3
1695,1695,3
1696,1696,2
1697,1697,3
1698,1698,0
1699,1699,3
1700,1700,0
1701,1701,1
1702,1702,2
1703,1703,0
1704,1704,1
1705,1705,2
1706,1706,3
1707,1707,0
1708,1708,3
1709,1709,1
1710,1710,1
1711,1711,1
1712,1712,2
1713,1713,2
1714,1714,1
1715,1715,1
1716,1716,3
1717,1717,0
1718,1718,0
1719,1719,3
1720,1720,1
1721,1721,3
1722,1722,3
1723,1723,0
1724,1724,2
1725,1725,0
1726,1726,3
1727,1727,1
1728,1728,3
1729,1729,0
1730,1730,2
1731,1731,1
1732,1732,3
1733,1733,1
1734,1734,1
1735,1735,2
1736,1736,2
1737,1737,2
1738,1738,1
1739,1739,0
1740,1740,1
1741,1741,3
1742,1742,2
1743,1743,1
1744,1744,1
1745,1745,2
1746,1746,2
1747,1747,3
1748,1748,3
1749,1749,0
1750,1750,3
1751,1751,0
1752,1752,0
1753,1753,0
1754,1754,1
1755,1755,2
1756,1756,1
1757,1757,1
1758,1758,1
1759,1759,3
1760,1760,1
1761,1761,1
1762,1762,2
1763,1763,3
1764,1764,1
1765,1765,1
1766,1766,1
1767,1767,2
1768,1768,0
1769,1769,3
1770,1770,0
1771,1771,1
1772,1772,1
1773,1773,0
1774,1774,2
1775,1775,2
1776,1776,1
1777,1777,2
1778,1778,0
1779,1779,3
1780,1780,1
1781,1781,1
1782,1782,2
1783,1783,2
1784,1784,2
1785,1785,2
1786,1786,3
1787,1787,2
1788,1788,2
1789,1789,0
1790,1790,0
1791,1791,3
1792,1792,2
1793,1793,3
1794,1794,0
1795,1795,1
1796,1796,0
1797,1797,1
1798,1798,1
1799,1799,3
1800,1800,0
1801,1801,0
1802,1802,2
1803,1803,0
1804,1804,2
1805,1805,0
1806,1806,3
1807,1807,2
1808,1808,3
1809,1809,1
1810,1810,2
1811,1811,1
1812,1812,0
1813,1813,2
1814,1814,0
1815,1815,2
1816,1816,0
1817,1817,0
1818,1818,2
1819,1819,0
1820,1820,1
1821,1821,1
1822,1822,1
1823,1823,3
1824,1824,1
1825,1825,0
1826,1826,2
1827,1827,2
1828,1828,3
1829,1829,2
1830,1830,2
1831,1831,3
1832,1832,3
1833,1833,1
1834,1834,2
1835,1835,0
1836,1836,3
1837,1837,1
1838,1838,1
1839,1839,3
1840,1840,3
1841,1841,0
1842,1842,2
1843,1843,3
1844,1844,3
1845,1845,3
1846,1846,0
1847,1847,0
1848,1848,1
1849,1849,3
1850,1850,1
1851,1851,1
1852,1852,3
1853,1853,2
1854,1854,1
1855,1855,3
1856,1856,2
1857,1857,2
1858,1858,0
1859,1859,3
1860,1860,0
1861,1861,0
1862,1862,3
1863,1863,1
1864,1864,1
1865,1865,1
1866,1866,1
1867,1867,1
1868,1868,0
1869,1869,0
1870,1870,0
1871,1871,2
1872,1872,3
1873,1873,3
1874,1874,2
1875,1875,2
1876,1876,3
1877,1877,0
1878,1878,2
1879,1879,1
1880,1880,0
1881,1881,0
1882,1882,2
1883,1883,0
1884,1884,3
1885,1885,1
1886,1886,1
1887,1887,1
1888,1888,2
1889,1889,0
1890,1890,3
1891,1891,3
1892,1892,3
1893,1893,3
1894,1894,0
1895,1895,2
1896,1896,0
1897,1897,3
1898,1898,2
1899,1899,2
1900,1900,0
1901,1901,1
1902,1902,1
1903,1903,1
1904,1904,0
1905,1905,3
1906,1906,3
1907,1907,3
1908,1908,0
1909,1909,2
1910,1910,2
1911,1911,0
1912,1912,1
1913,1913,2
1914,1914,2
1915,1915,2
1916,1916,0
1917,1917,3
1918,1918,2
1919,1919,0
1920,1920,3
1921,1921,2
1922,1922,1
1923,1923,1
1924,1924,2
1925,1925,0
1926,1926,1
1927,1927,2
1928,1928,3
1929,1929,2
1930,1930,0
1931,1931,1
1932,1932,2
1933,1933,3
1934,1934,2
1935,1935,1
1936,1936,3
1937,1937,3
1938,1938,0
1939,1939,1
1940,1940,3
1941,1941,3
1942,1942,3
1943,1943,2
1944,1944,3
1945,1945,3
1946,1946,3
1947,1947,2
1948,1948,2
1949,1949,2
1950,1950,3
1951,1951,3
1952,1952,3
1953,1953,2
1954,1954,2
1955,1955,3
1956,1956,2
1957,1957,0
1958,1958,1
1959,1959,2
1960,1960,0
1961,1961,3
1962,1962,3
1963,1963,0
1964,1964,2
1965,1965,0
1966,1966,2
1967,1967,2
1968,1968,1
1969,1969,0
1970,1970,3
1971,1971,1
1972,1972,1
1973,1973,3
1974,1974,0
1975,1975,2
1976,1976,3
1977,1977,2
1978,1978,1
1979,1979,0
1980,1980,2
1981,1981,2
1982,1982,2
1983,1983,0
1984,1984,0
1985,1985,1
1986,1986,0
1987,1987,3
1988,1988,2
1989,1989,1
1990,1990,0
1991,1991,1
1992,1992,2
1993,1993,0
1994,1994,3
1995,1995,3
